0.00.314.467 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.405.354 I srv    load_model: loading model 'unsloth/Qwen3.8-27B-GGUF:UD-Q4_K_XL'
0.04.056.256 I cmn          init: llama threadpool init, n_threads = 32
0.04.097.006 I common_speculative_init_result: creating MTP draft context against the target model '/home/francip/.cache/huggingface/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/f1bfb127c64f7072bdd2cad55f258b9c8b2910fe/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.04.188.739 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.04.188.741 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.04.188.741 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.04.383.432 I srv    load_model: loaded multimodal model, '/home/francip/.cache/huggingface/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/f1bfb127c64f7072bdd2cad55f258b9c8b2910fe/mmproj-BF16.gguf'
0.04.414.924 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 262144, kv_unified = 'false'
0.04.489.625 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.489.632 I srv  llama_server: model loaded
0.04.489.633 I srv  llama_server: listening on http://0.0.0.0:2053
0.55.676.801 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
7.20.310.813 I slot print_timing: id  0 | task 5872 | n_gen =    195, tg =  64.26 t/s, tg_3s =  64.59 t/s
7.23.319.272 I slot print_timing: id  0 | task 5872 | n_gen =    406, tg =  67.19 t/s, tg_3s =  70.14 t/s
7.26.336.407 I slot print_timing: id  0 | task 5872 | n_gen =    631, tg =  69.66 t/s, tg_3s =  74.57 t/s
7.29.353.762 I slot print_timing: id  0 | task 5872 | n_gen =    834, tg =  69.06 t/s, tg_3s =  67.28 t/s
7.32.380.926 I slot print_timing: id  0 | task 5872 | n_gen =   1067, tg =  70.65 t/s, tg_3s =  76.97 t/s
7.34.314.424 I slot print_timing: id  0 | task 5872 | prompt eval time =     551.32 ms /    27 tokens (   20.42 ms per token,    48.97 tokens per second)
7.34.314.426 I slot print_timing: id  0 | task 5872 |        eval time =   17022.15 ms /  1221 tokens (   13.95 ms per token,    71.67 tokens per second)
7.34.314.427 I slot print_timing: id  0 | task 5872 |       total time =   17573.47 ms /  1248 tokens
7.34.314.427 I slot print_timing: id  0 | task 5872 |    graphs reused =       6200
7.34.314.429 I slot print_timing: id  0 | task 5872 | draft acceptance = 0.74440 (  731 accepted /   982 generated), mean len =  2.49
7.34.316.578 I slot      release: id  0 | task 5872 | stop processing: n_tokens = 130768, truncated = 0
7.34.593.038 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
7.34.593.633 I slot launch_slot_: id  0 | task 6366 | processing task, is_child = 0
7.38.208.398 I slot print_timing: id  0 | task 6366 | n_gen =    215, tg =  71.29 t/s, tg_3s =  71.62 t/s
7.41.227.581 I slot print_timing: id  0 | task 6366 | n_gen =    420, tg =  69.59 t/s, tg_3s =  67.90 t/s
7.44.252.927 I slot print_timing: id  0 | task 6366 | n_gen =    610, tg =  67.32 t/s, tg_3s =  62.80 t/s
7.47.286.542 I slot print_timing: id  0 | task 6366 | n_gen =    826, tg =  68.29 t/s, tg_3s =  71.20 t/s
7.50.319.693 I slot print_timing: id  0 | task 6366 | n_gen =   1038, tg =  68.62 t/s, tg_3s =  69.89 t/s
7.53.329.668 I slot print_timing: id  0 | task 6366 | n_gen =   1261, tg =  69.52 t/s, tg_3s =  74.09 t/s
7.56.341.530 I slot print_timing: id  0 | task 6366 | n_gen =   1515, tg =  71.63 t/s, tg_3s =  84.33 t/s
7.59.374.505 I slot print_timing: id  0 | task 6366 | n_gen =   1761, tg =  72.82 t/s, tg_3s =  81.11 t/s
8.02.377.875 I slot print_timing: id  0 | task 6366 | n_gen =   1994, tg =  73.35 t/s, tg_3s =  77.58 t/s
8.05.378.064 I slot print_timing: id  0 | task 6366 | n_gen =   2224, tg =  73.68 t/s, tg_3s =  76.66 t/s
8.08.383.087 I slot print_timing: id  0 | task 6366 | n_gen =   2452, tg =  73.88 t/s, tg_3s =  75.87 t/s
8.11.390.449 I slot print_timing: id  0 | task 6366 | n_gen =   2685, tg =  74.18 t/s, tg_3s =  77.48 t/s
8.12.774.895 I slot print_timing: id  0 | task 6366 | prompt eval time =     612.61 ms /   143 tokens (    4.28 ms per token,   233.43 tokens per second)
8.12.774.897 I slot print_timing: id  0 | task 6366 |        eval time =   37568.49 ms /  2798 tokens (   13.43 ms per token,    74.45 tokens per second)
8.12.774.898 I slot print_timing: id  0 | task 6366 |       total time =   38181.10 ms /  2941 tokens
8.12.774.898 I slot print_timing: id  0 | task 6366 |    graphs reused =       7259
8.12.774.899 I slot print_timing: id  0 | task 6366 | draft acceptance = 0.80579 ( 1726 accepted /  2142 generated), mean len =  2.61
8.12.777.006 I slot      release: id  0 | task 6366 | stop processing: n_tokens = 133708, truncated = 0
8.13.158.678 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
8.13.159.256 I slot launch_slot_: id  0 | task 7440 | processing task, is_child = 0
8.16.753.717 I slot print_timing: id  0 | task 7440 | n_gen =    231, tg =  76.37 t/s, tg_3s =  76.70 t/s
8.19.775.605 I slot print_timing: id  0 | task 7440 | n_gen =    477, tg =  78.89 t/s, tg_3s =  81.41 t/s
8.20.626.711 I slot print_timing: id  0 | task 7440 | prompt eval time =     582.83 ms /    67 tokens (    8.70 ms per token,   114.96 tokens per second)
8.20.626.712 I slot print_timing: id  0 | task 7440 |        eval time =    6884.47 ms /   548 tokens (   12.59 ms per token,    79.45 tokens per second)
8.20.626.713 I slot print_timing: id  0 | task 7440 |       total time =    7467.30 ms /   615 tokens
8.20.626.713 I slot print_timing: id  0 | task 7440 |    graphs reused =       7450
8.20.626.714 I slot print_timing: id  0 | task 7440 | draft acceptance = 0.91237 (  354 accepted /   388 generated), mean len =  2.82
8.20.628.878 I slot      release: id  0 | task 7440 | stop processing: n_tokens = 134323, truncated = 0
8.20.889.162 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
8.20.889.741 I slot launch_slot_: id  0 | task 7637 | processing task, is_child = 0
8.25.355.330 I slot print_timing: id  0 | task 7637 | n_gen =    216, tg =  71.07 t/s, tg_3s =  71.39 t/s
8.28.390.650 I slot print_timing: id  0 | task 7637 | n_gen =    419, tg =  68.97 t/s, tg_3s =  66.88 t/s
8.31.391.868 I slot print_timing: id  0 | task 7637 | n_gen =    639, tg =  70.40 t/s, tg_3s =  73.30 t/s
8.34.411.992 I slot print_timing: id  0 | task 7637 | n_gen =    856, tg =  70.77 t/s, tg_3s =  71.85 t/s
8.37.439.070 I slot print_timing: id  0 | task 7637 | n_gen =   1085, tg =  71.74 t/s, tg_3s =  75.65 t/s
8.39.646.566 I slot print_timing: id  0 | task 7637 | prompt eval time =    1440.05 ms /  1001 tokens (    1.44 ms per token,   695.11 tokens per second)
8.39.646.568 I slot print_timing: id  0 | task 7637 |        eval time =   17316.61 ms /  1216 tokens (   14.25 ms per token,    70.16 tokens per second)
8.39.646.568 I slot print_timing: id  0 | task 7637 |       total time =   18756.66 ms /  2217 tokens
8.39.646.569 I slot print_timing: id  0 | task 7637 |    graphs reused =       7927
8.39.646.570 I slot print_timing: id  0 | task 7637 | draft acceptance = 0.75776 (  732 accepted /   966 generated), mean len =  2.52
8.39.648.799 I slot      release: id  0 | task 7637 | stop processing: n_tokens = 136539, truncated = 0
