Aug 19 18:16:52 smarty run.sh[952418]: 0.24.891.560 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
Aug 19 18:19:48 smarty run.sh[952418]: 3.20.993.842 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 178394700914
Aug 19 18:19:50 smarty run.sh[952418]: 3.23.119.394 I slot launch_slot_: id  0 | task 3246 | processing task, is_child = 0
Aug 19 18:19:52 smarty run.sh[952418]: 3.24.603.109 I slot print_timing: id  0 | task 3246 | prompt eval time =     483.89 ms /   714 tokens (    0.68 ms per token,  1475.53 tokens per second)
Aug 19 18:19:52 smarty run.sh[952418]: 3.24.603.111 I slot print_timing: id  0 | task 3246 |        eval time =     999.65 ms /   127 tokens (    7.93 ms per token,   126.04 tokens per second)
Aug 19 18:19:52 smarty run.sh[952418]: 3.24.603.111 I slot print_timing: id  0 | task 3246 |       total time =    1483.54 ms /   841 tokens
Aug 19 18:19:52 smarty run.sh[952418]: 3.24.603.112 I slot print_timing: id  0 | task 3246 |    graphs reused =       3152
Aug 19 18:19:52 smarty run.sh[952418]: 3.24.603.114 I slot print_timing: id  0 | task 3246 | draft acceptance = 0.67460 (   85 accepted /   126 generated), mean len =  3.02
Aug 19 18:19:52 smarty run.sh[952418]: 3.24.603.146 I slot      release: id  0 | task 3246 | stop processing: n_tokens = 841, truncated = 0
Aug 19 18:19:52 smarty run.sh[952418]: 3.24.723.577 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 178398379264
Aug 19 18:19:52 smarty run.sh[952418]: 3.25.433.362 I slot launch_slot_: id  0 | task 3293 | processing task, is_child = 0
Aug 19 18:19:58 smarty run.sh[952418]: 3.30.714.541 I slot print_timing: id  0 | task 3293 | n_gen =    242, tg =  80.30 t/s, tg_3s =  80.63 t/s
Aug 19 18:19:58 smarty run.sh[952418]: 3.31.237.827 I slot print_timing: id  0 | task 3293 | prompt eval time =    2279.78 ms /  2078 tokens (    1.10 ms per token,   911.49 tokens per second)
Aug 19 18:19:58 smarty run.sh[952418]: 3.31.237.829 I slot print_timing: id  0 | task 3293 |        eval time =    3524.53 ms /   297 tokens (   11.91 ms per token,    83.98 tokens per second)
Aug 19 18:19:58 smarty run.sh[952418]: 3.31.237.829 I slot print_timing: id  0 | task 3293 |       total time =    5804.30 ms /  2375 tokens
Aug 19 18:19:58 smarty run.sh[952418]: 3.31.237.829 I slot print_timing: id  0 | task 3293 |    graphs reused =       3241
Aug 19 18:19:58 smarty run.sh[952418]: 3.31.237.831 I slot print_timing: id  0 | task 3293 | draft acceptance = 0.75458 (  206 accepted /   273 generated), mean len =  3.26
Aug 19 18:19:58 smarty run.sh[952418]: 3.31.239.683 I slot      release: id  0 | task 3293 | stop processing: n_tokens = 115423, truncated = 0
Aug 19 18:20:00 smarty run.sh[952418]: 3.33.422.030 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
Aug 19 18:20:00 smarty run.sh[952418]: 3.33.422.490 I slot launch_slot_: id  0 | task 3388 | processing task, is_child = 0
Aug 19 18:20:03 smarty run.sh[952418]: 3.36.242.175 I slot print_timing: id  0 | task 3388 | prompt eval time =     817.62 ms /   389 tokens (    2.10 ms per token,   475.77 tokens per second)
Aug 19 18:20:03 smarty run.sh[952418]: 3.36.242.177 I slot print_timing: id  0 | task 3388 |        eval time =    2001.91 ms /   169 tokens (   11.92 ms per token,    83.92 tokens per second)
Aug 19 18:20:03 smarty run.sh[952418]: 3.36.242.177 I slot print_timing: id  0 | task 3388 |       total time =    2819.53 ms /   558 tokens
Aug 19 18:20:03 smarty run.sh[952418]: 3.36.242.178 I slot print_timing: id  0 | task 3388 |    graphs reused =       3293
Aug 19 18:20:03 smarty run.sh[952418]: 3.36.242.180 I slot print_timing: id  0 | task 3388 | draft acceptance = 0.70988 (  115 accepted /   162 generated), mean len =  3.13
Aug 19 18:20:03 smarty run.sh[952418]: 3.36.244.089 I slot      release: id  0 | task 3388 | stop processing: n_tokens = 115981, truncated = 0
Aug 19 18:20:03 smarty run.sh[952418]: 3.36.467.178 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 1.000
Aug 19 18:20:03 smarty run.sh[952418]: 3.36.467.643 I slot launch_slot_: id  0 | task 3445 | processing task, is_child = 0
Aug 19 18:20:06 smarty run.sh[952418]: 3.38.895.775 I slot print_timing: id  0 | task 3445 | prompt eval time =    1295.18 ms /   972 tokens (    1.33 ms per token,   750.48 tokens per second)
Aug 19 18:20:06 smarty run.sh[952418]: 3.38.895.777 I slot print_timing: id  0 | task 3445 |        eval time =    1132.75 ms /   106 tokens (   10.79 ms per token,    92.69 tokens per second)
Aug 19 18:20:06 smarty run.sh[952418]: 3.38.895.777 I slot print_timing: id  0 | task 3445 |       total time =    2427.93 ms /  1078 tokens
Aug 19 18:20:06 smarty run.sh[952418]: 3.38.895.778 I slot print_timing: id  0 | task 3445 |    graphs reused =       3321
Aug 19 18:20:06 smarty run.sh[952418]: 3.38.895.780 I slot print_timing: id  0 | task 3445 | draft acceptance = 0.85556 (   77 accepted /    90 generated), mean len =  3.57
Aug 19 18:20:06 smarty run.sh[952418]: 3.38.897.682 I slot      release: id  0 | task 3445 | stop processing: n_tokens = 117060, truncated = 0
Aug 19 18:20:06 smarty run.sh[952418]: 3.39.158.663 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
Aug 19 18:20:06 smarty run.sh[952418]: 3.39.159.164 I slot launch_slot_: id  0 | task 3479 | processing task, is_child = 0
Aug 19 18:20:09 smarty run.sh[952418]: 3.41.910.235 I slot print_timing: id  0 | task 3479 | prompt eval time =    1346.89 ms /  1074 tokens (    1.25 ms per token,   797.39 tokens per second)
Aug 19 18:20:09 smarty run.sh[952418]: 3.41.910.237 I slot print_timing: id  0 | task 3479 |        eval time =    1403.94 ms /   123 tokens (   11.51 ms per token,    86.90 tokens per second)
Aug 19 18:20:09 smarty run.sh[952418]: 3.41.910.238 I slot print_timing: id  0 | task 3479 |       total time =    2750.83 ms /  1197 tokens
Aug 19 18:20:09 smarty run.sh[952418]: 3.41.910.238 I slot print_timing: id  0 | task 3479 |    graphs reused =       3357
Aug 19 18:20:09 smarty run.sh[952418]: 3.41.910.241 I slot print_timing: id  0 | task 3479 | draft acceptance = 0.78378 (   87 accepted /   111 generated), mean len =  3.35
Aug 19 18:20:09 smarty run.sh[952418]: 3.41.912.215 I slot      release: id  0 | task 3479 | stop processing: n_tokens = 118258, truncated = 0
Aug 19 18:20:09 smarty run.sh[952418]: 3.42.177.658 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
Aug 19 18:20:09 smarty run.sh[952418]: 3.42.178.174 I slot launch_slot_: id  0 | task 3520 | processing task, is_child = 0
Aug 19 18:20:12 smarty run.sh[952418]: 3.44.929.133 I slot print_timing: id  0 | task 3520 | prompt eval time =    1647.87 ms /  1406 tokens (    1.17 ms per token,   853.23 tokens per second)
Aug 19 18:20:12 smarty run.sh[952418]: 3.44.929.135 I slot print_timing: id  0 | task 3520 |        eval time =    1102.88 ms /   100 tokens (   11.14 ms per token,    89.76 tokens per second)
Aug 19 18:20:12 smarty run.sh[952418]: 3.44.929.135 I slot print_timing: id  0 | task 3520 |       total time =    2750.75 ms /  1506 tokens
Aug 19 18:20:12 smarty run.sh[952418]: 3.44.929.136 I slot print_timing: id  0 | task 3520 |    graphs reused =       3385
Aug 19 18:20:12 smarty run.sh[952418]: 3.44.929.138 I slot print_timing: id  0 | task 3520 | draft acceptance = 0.82759 (   72 accepted /    87 generated), mean len =  3.48
Aug 19 18:20:12 smarty run.sh[952418]: 3.44.931.099 I slot      release: id  0 | task 3520 | stop processing: n_tokens = 119765, truncated = 0
Aug 19 18:20:12 smarty run.sh[952418]: 3.45.194.660 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
Aug 19 18:20:12 smarty run.sh[952418]: 3.45.195.180 I slot launch_slot_: id  0 | task 3553 | processing task, is_child = 0
Aug 19 18:20:16 smarty run.sh[952418]: 3.49.537.082 I slot print_timing: id  0 | task 3553 | n_gen =    213, tg =  69.86 t/s, tg_3s =  70.19 t/s
Aug 19 18:20:20 smarty run.sh[952418]: 3.52.560.683 I slot print_timing: id  0 | task 3553 | n_gen =    435, tg =  71.64 t/s, tg_3s =  73.42 t/s
Aug 19 18:20:20 smarty run.sh[952418]: 3.53.419.255 I slot print_timing: id  0 | task 3553 | prompt eval time =    1307.22 ms /  1027 tokens (    1.27 ms per token,   785.64 tokens per second)
Aug 19 18:20:20 smarty run.sh[952418]: 3.53.419.258 I slot print_timing: id  0 | task 3553 |        eval time =    6916.62 ms /   515 tokens (   13.46 ms per token,    74.31 tokens per second)
Aug 19 18:20:20 smarty run.sh[952418]: 3.53.419.258 I slot print_timing: id  0 | task 3553 |       total time =    8223.83 ms /  1542 tokens
Aug 19 18:20:20 smarty run.sh[952418]: 3.53.419.258 I slot print_timing: id  0 | task 3553 |    graphs reused =       3563
Aug 19 18:20:20 smarty run.sh[952418]: 3.53.419.261 I slot print_timing: id  0 | task 3553 | draft acceptance = 0.61694 (  335 accepted /   543 generated), mean len =  2.85
Aug 19 18:20:20 smarty run.sh[952418]: 3.53.421.284 I slot      release: id  0 | task 3553 | stop processing: n_tokens = 121308, truncated = 0
Aug 19 18:20:22 smarty run.sh[952418]: 3.54.768.982 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
Aug 19 18:20:22 smarty run.sh[952418]: 3.54.769.524 I slot launch_slot_: id  0 | task 3738 | processing task, is_child = 0
Aug 19 18:20:25 smarty run.sh[952418]: 3.58.305.452 I slot print_timing: id  0 | task 3738 | n_gen =    291, tg =  96.63 t/s, tg_3s =  96.96 t/s
Aug 19 18:20:28 smarty run.sh[952418]: 4.01.331.687 I slot print_timing: id  0 | task 3738 | n_gen =    583, tg =  96.56 t/s, tg_3s =  96.49 t/s
Aug 19 18:20:31 smarty run.sh[952418]: 4.04.352.317 I slot print_timing: id  0 | task 3738 | n_gen =    826, tg =  91.18 t/s, tg_3s =  80.45 t/s
Aug 19 18:20:34 smarty run.sh[952418]: 4.07.355.762 I slot print_timing: id  0 | task 3738 | n_gen =   1100, tg =  91.19 t/s, tg_3s =  91.23 t/s
Aug 19 18:20:37 smarty run.sh[952418]: 4.10.368.652 I slot print_timing: id  0 | task 3738 | n_gen =   1412, tg =  93.66 t/s, tg_3s = 103.56 t/s
Aug 19 18:20:39 smarty run.sh[952418]: 4.12.012.481 I slot print_timing: id  0 | task 3738 | prompt eval time =     534.55 ms /    62 tokens (    8.62 ms per token,   115.99 tokens per second)
Aug 19 18:20:39 smarty run.sh[952418]: 4.12.012.484 I slot print_timing: id  0 | task 3738 |        eval time =   16708.16 ms /  1576 tokens (   10.61 ms per token,    94.27 tokens per second)
Aug 19 18:20:39 smarty run.sh[952418]: 4.12.012.484 I slot print_timing: id  0 | task 3738 |       total time =   17242.71 ms /  1638 tokens
Aug 19 18:20:39 smarty run.sh[952418]: 4.12.012.484 I slot print_timing: id  0 | task 3738 |    graphs reused =       3991
Aug 19 18:20:39 smarty run.sh[952418]: 4.12.012.487 I slot print_timing: id  0 | task 3738 | draft acceptance = 0.87510 ( 1142 accepted /  1305 generated), mean len =  3.63
Aug 19 18:20:39 smarty run.sh[952418]: 4.12.014.513 I slot      release: id  0 | task 3738 | stop processing: n_tokens = 122947, truncated = 0
Aug 19 18:20:39 smarty run.sh[952418]: 4.12.367.187 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
Aug 19 18:20:39 smarty run.sh[952418]: 4.12.367.729 I slot launch_slot_: id  0 | task 4176 | processing task, is_child = 0
Aug 19 18:20:43 smarty run.sh[952418]: 4.15.988.982 I slot print_timing: id  0 | task 4176 | n_gen =    281, tg =  92.21 t/s, tg_3s =  92.54 t/s
Aug 19 18:20:43 smarty run.sh[952418]: 4.16.142.774 I slot print_timing: id  0 | task 4176 | prompt eval time =     584.70 ms /   126 tokens (    4.64 ms per token,   215.49 tokens per second)
Aug 19 18:20:43 smarty run.sh[952418]: 4.16.142.776 I slot print_timing: id  0 | task 4176 |        eval time =    3190.18 ms /   293 tokens (   10.93 ms per token,    91.53 tokens per second)
Aug 19 18:20:43 smarty run.sh[952418]: 4.16.142.776 I slot print_timing: id  0 | task 4176 |       total time =    3774.89 ms /   419 tokens
Aug 19 18:20:43 smarty run.sh[952418]: 4.16.142.776 I slot print_timing: id  0 | task 4176 |    graphs reused =       4072
Aug 19 18:20:43 smarty run.sh[952418]: 4.16.142.778 I slot print_timing: id  0 | task 4176 | draft acceptance = 0.84337 (  210 accepted /   249 generated), mean len =  3.53
Aug 19 18:20:43 smarty run.sh[952418]: 4.16.144.722 I slot      release: id  0 | task 4176 | stop processing: n_tokens = 123366, truncated = 0
Aug 19 18:20:43 smarty run.sh[952418]: 4.16.496.482 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
Aug 19 18:20:43 smarty run.sh[952418]: 4.16.497.043 I slot launch_slot_: id  0 | task 4262 | processing task, is_child = 0
Aug 19 18:20:47 smarty run.sh[952418]: 4.20.052.201 I slot print_timing: id  0 | task 4262 | n_gen =    188, tg =  61.69 t/s, tg_3s =  62.02 t/s
Aug 19 18:20:50 smarty run.sh[952418]: 4.23.069.820 I slot print_timing: id  0 | task 4262 | n_gen =    449, tg =  74.06 t/s, tg_3s =  86.49 t/s
Aug 19 18:20:53 smarty run.sh[952418]: 4.26.092.114 I slot print_timing: id  0 | task 4262 | n_gen =    739, tg =  81.36 t/s, tg_3s =  95.95 t/s
Aug 19 18:20:54 smarty run.sh[952418]: 4.26.867.792 I slot print_timing: id  0 | task 4262 | prompt eval time =     523.76 ms /    44 tokens (   11.90 ms per token,    84.01 tokens per second)
Aug 19 18:20:54 smarty run.sh[952418]: 4.26.867.794 I slot print_timing: id  0 | task 4262 |        eval time =    9846.80 ms /   812 tokens (   12.14 ms per token,    82.36 tokens per second)
Aug 19 18:20:54 smarty run.sh[952418]: 4.26.867.795 I slot print_timing: id  0 | task 4262 |       total time =   10370.56 ms /   856 tokens
Aug 19 18:20:54 smarty run.sh[952418]: 4.26.867.795 I slot print_timing: id  0 | task 4262 |    graphs reused =       4323
Aug 19 18:20:54 smarty run.sh[952418]: 4.26.867.797 I slot print_timing: id  0 | task 4262 | draft acceptance = 0.72680 (  556 accepted /   765 generated), mean len =  3.18
Aug 19 18:20:54 smarty run.sh[952418]: 4.26.869.788 I slot      release: id  0 | task 4262 | stop processing: n_tokens = 124221, truncated = 0
Aug 19 18:20:55 smarty run.sh[952418]: 4.27.777.864 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.132 (> 0.100 thold), f_keep = 0.026
Aug 19 18:20:55 smarty run.sh[952418]: 4.27.781.647 W srv         alloc:  - prompt state size 8452.007 MiB exceeds cache size limit 8192.000 MiB, skipping
Aug 19 18:20:55 smarty run.sh[952418]: 4.27.782.161 I slot launch_slot_: id  0 | task 4520 | processing task, is_child = 0
Aug 19 18:20:58 smarty run.sh[952418]: 4.31.507.261 I slot print_timing: id  0 | task 4520 | prompt processing, n_tokens =  10240, progress = 0.43, t =   3.62 s / 2829.95 tokens per second
Aug 19 18:20:59 smarty run.sh[952418]: 4.32.282.657 I slot print_timing: id  0 | task 4520 | prompt processing, n_tokens =  12288, progress = 0.51, t =   4.39 s / 2798.47 tokens per second
Aug 19 18:21:00 smarty run.sh[952418]: 4.33.071.238 I slot print_timing: id  0 | task 4520 | prompt processing, n_tokens =  14336, progress = 0.60, t =   5.18 s / 2768.66 tokens per second
Aug 19 18:21:01 smarty run.sh[952418]: 4.33.875.379 I slot print_timing: id  0 | task 4520 | prompt processing, n_tokens =  16384, progress = 0.68, t =   5.98 s / 2740.15 tokens per second
Aug 19 18:21:02 smarty run.sh[952418]: 4.34.708.480 I slot print_timing: id  0 | task 4520 | prompt processing, n_tokens =  18432, progress = 0.77, t =   6.80 s / 2712.45 tokens per second
Aug 19 18:21:02 smarty run.sh[952418]: 4.35.536.498 I slot print_timing: id  0 | task 4520 | prompt processing, n_tokens =  20480, progress = 0.85, t =   7.64 s / 2682.33 tokens per second
Aug 19 18:21:03 smarty run.sh[952418]: 4.35.989.123 I slot print_timing: id  0 | task 4520 | prompt processing, n_tokens =  21544, progress = 0.90, t =   8.17 s / 2637.01 tokens per second
Aug 19 18:21:04 smarty run.sh[952418]: 4.36.776.236 I slot print_timing: id  0 | task 4520 | prompt processing, n_tokens =  23251, progress = 0.97, t =   8.92 s / 2605.95 tokens per second
Aug 19 18:21:04 smarty run.sh[952418]: 4.36.881.270 W find_slot: non-consecutive token position 23251 after 23250 for sequence 0 with 512 new tokens
Aug 19 18:21:04 smarty run.sh[952418]: 4.36.881.273 W find_slot: non-consecutive token position 23251 after 23251 for sequence 0 with 256 new tokens
Aug 19 18:21:04 smarty run.sh[952418]: 4.36.881.541 W find_slot: non-consecutive token position 23251 after 23250 for sequence 0 with 512 new tokens
Aug 19 18:21:04 smarty run.sh[952418]: 4.36.998.551 W find_slot: non-consecutive token position 23251 after 23251 for sequence 0 with 256 new tokens
Aug 19 18:21:04 smarty run.sh[952418]: 4.37.146.286 W find_slot: non-consecutive token position 23286 after 23251 for sequence 0 with 4 new tokens
Aug 19 18:21:04 smarty run.sh[952418]: 4.37.146.300 W find_slot: non-consecutive token position 23286 after 23251 for sequence 0 with 4 new tokens
Aug 19 18:21:04 smarty run.sh[952418]: 4.37.208.559 I slot print_timing: id  0 | task 4520 | prompt processing, n_tokens =  24023, progress = 1.00, t =   9.42 s / 2551.19 tokens per second
Aug 19 18:21:07 smarty run.sh[952418]: 4.40.308.867 I slot print_timing: id  0 | task 4520 | n_gen =    314, tg = 104.32 t/s, tg_3s = 104.64 t/s
Aug 19 18:21:10 smarty run.sh[952418]: 4.43.334.740 I slot print_timing: id  0 | task 4520 | n_gen =    653, tg = 108.19 t/s, tg_3s = 112.03 t/s
Aug 19 18:21:13 smarty run.sh[952418]: 4.46.338.040 I slot print_timing: id  0 | task 4520 | n_gen =   1012, tg = 111.96 t/s, tg_3s = 119.54 t/s
Aug 19 18:21:16 smarty run.sh[952418]: 4.49.355.852 I slot print_timing: id  0 | task 4520 | n_gen =   1367, tg = 113.39 t/s, tg_3s = 117.63 t/s
Aug 19 18:21:17 smarty run.sh[952418]: 4.49.621.141 I slot print_timing: id  0 | task 4520 | prompt eval time =    9526.06 ms / 24027 tokens (    0.40 ms per token,  2522.24 tokens per second)
Aug 19 18:21:17 smarty run.sh[952418]: 4.49.621.143 I slot print_timing: id  0 | task 4520 |        eval time =   12312.69 ms /  1404 tokens (    8.78 ms per token,   113.95 tokens per second)
Aug 19 18:21:17 smarty run.sh[952418]: 4.49.621.144 I slot print_timing: id  0 | task 4520 |       total time =   21838.76 ms / 25431 tokens
Aug 19 18:21:17 smarty run.sh[952418]: 4.49.621.144 I slot print_timing: id  0 | task 4520 |    graphs reused =       4784
Aug 19 18:21:17 smarty run.sh[952418]: 4.49.621.146 I slot print_timing: id  0 | task 4520 | draft acceptance = 0.66595 (  935 accepted /  1404 generated), mean len =  3.00
Aug 19 18:21:17 smarty run.sh[952418]: 4.49.621.778 I slot      release: id  0 | task 4520 | stop processing: n_tokens = 25430, truncated = 0
Aug 19 18:21:17 smarty run.sh[952418]: 4.49.769.652 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.805 (> 0.100 thold), f_keep = 0.847
Aug 19 18:21:17 smarty run.sh[952418]: 4.49.770.148 I slot launch_slot_: id  0 | task 5003 | processing task, is_child = 0
Aug 19 18:21:20 smarty run.sh[952418]: 4.53.441.398 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  10240, progress = 0.38, t =   3.56 s / 2873.30 tokens per second
Aug 19 18:21:21 smarty run.sh[952418]: 4.54.219.269 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  12288, progress = 0.46, t =   4.34 s / 2831.57 tokens per second
Aug 19 18:21:22 smarty run.sh[952418]: 4.55.011.196 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  14336, progress = 0.54, t =   5.13 s / 2794.87 tokens per second
Aug 19 18:21:23 smarty run.sh[952418]: 4.55.818.125 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  16384, progress = 0.61, t =   5.93 s / 2761.27 tokens per second
Aug 19 18:21:24 smarty run.sh[952418]: 4.56.638.937 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  18432, progress = 0.69, t =   6.75 s / 2729.66 tokens per second
Aug 19 18:21:24 smarty run.sh[952418]: 4.57.474.452 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  20480, progress = 0.76, t =   7.59 s / 2699.83 tokens per second
Aug 19 18:21:25 smarty run.sh[952418]: 4.58.158.608 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  22081, progress = 0.82, t =   8.33 s / 2649.19 tokens per second
Aug 19 18:21:26 smarty run.sh[952418]: 4.58.949.998 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  23788, progress = 0.89, t =   9.11 s / 2611.54 tokens per second
Aug 19 18:21:26 smarty run.sh[952418]: 4.59.022.247 W find_slot: non-consecutive token position 23788 after 23787 for sequence 0 with 512 new tokens
Aug 19 18:21:26 smarty run.sh[952418]: 4.59.022.250 W find_slot: non-consecutive token position 23788 after 23788 for sequence 0 with 256 new tokens
Aug 19 18:21:26 smarty run.sh[952418]: 4.59.022.528 W find_slot: non-consecutive token position 23788 after 23787 for sequence 0 with 512 new tokens
Aug 19 18:21:26 smarty run.sh[952418]: 4.59.150.094 W find_slot: non-consecutive token position 23788 after 23788 for sequence 0 with 256 new tokens
Aug 19 18:21:26 smarty run.sh[952418]: 4.59.301.023 W find_slot: non-consecutive token position 24331 after 23788 for sequence 0 with 512 new tokens
Aug 19 18:21:26 smarty run.sh[952418]: 4.59.301.483 W find_slot: non-consecutive token position 24331 after 23788 for sequence 0 with 512 new tokens
Aug 19 18:21:27 smarty run.sh[952418]: 4.59.977.254 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  25985, progress = 0.97, t =  10.11 s / 2571.41 tokens per second
Aug 19 18:21:27 smarty run.sh[952418]: 5.00.082.559 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  25997, progress = 0.97, t =  10.30 s / 2523.02 tokens per second
Aug 19 18:21:27 smarty run.sh[952418]: 5.00.147.981 W find_slot: non-consecutive token position 25261 after 25260 for sequence 0 with 512 new tokens
Aug 19 18:21:27 smarty run.sh[952418]: 5.00.147.984 W find_slot: non-consecutive token position 25261 after 25261 for sequence 0 with 256 new tokens
Aug 19 18:21:27 smarty run.sh[952418]: 5.00.148.278 W find_slot: non-consecutive token position 25261 after 25260 for sequence 0 with 512 new tokens
Aug 19 18:21:27 smarty run.sh[952418]: 5.00.268.530 W find_slot: non-consecutive token position 25261 after 25261 for sequence 0 with 256 new tokens
Aug 19 18:21:27 smarty run.sh[952418]: 5.00.419.893 W find_slot: non-consecutive token position 25296 after 25261 for sequence 0 with 4 new tokens
Aug 19 18:21:27 smarty run.sh[952418]: 5.00.419.907 W find_slot: non-consecutive token position 25296 after 25261 for sequence 0 with 4 new tokens
Aug 19 18:21:27 smarty run.sh[952418]: 5.00.483.238 I slot print_timing: id  0 | task 5003 | prompt processing, n_tokens =  26769, progress = 1.00, t =  10.70 s / 2501.07 tokens per second
Aug 19 18:21:31 smarty run.sh[952418]: 5.03.584.815 I slot print_timing: id  0 | task 5003 | n_gen =    365, tg = 121.30 t/s, tg_3s = 121.63 t/s
Aug 19 18:21:34 smarty run.sh[952418]: 5.06.599.238 I slot print_timing: id  0 | task 5003 | n_gen =    791, tg = 131.33 t/s, tg_3s = 141.32 t/s
Aug 19 18:21:36 smarty run.sh[952418]: 5.09.383.672 I slot print_timing: id  0 | task 5003 | prompt eval time =   10813.72 ms / 26773 tokens (    0.40 ms per token,  2475.84 tokens per second)
Aug 19 18:21:36 smarty run.sh[952418]: 5.09.383.674 I slot print_timing: id  0 | task 5003 |        eval time =    8799.65 ms /  1154 tokens (    7.63 ms per token,   131.03 tokens per second)
Aug 19 18:21:36 smarty run.sh[952418]: 5.09.383.674 I slot print_timing: id  0 | task 5003 |       total time =   19613.37 ms / 27927 tokens
Aug 19 18:21:36 smarty run.sh[952418]: 5.09.383.675 I slot print_timing: id  0 | task 5003 |    graphs reused =       5106
Aug 19 18:21:36 smarty run.sh[952418]: 5.09.383.676 I slot print_timing: id  0 | task 5003 | draft acceptance = 0.84045 (  827 accepted /   984 generated), mean len =  3.52
Aug 19 18:21:36 smarty run.sh[952418]: 5.09.384.311 I slot      release: id  0 | task 5003 | stop processing: n_tokens = 27928, truncated = 0
Aug 19 18:21:37 smarty run.sh[952418]: 5.09.723.171 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 178503160429
Aug 19 18:21:37 smarty run.sh[952418]: 5.10.287.570 I slot launch_slot_: id  0 | task 5348 | processing task, is_child = 0
Aug 19 18:21:41 smarty run.sh[952418]: 5.13.956.063 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  10240, progress = 0.08, t =   3.56 s / 2875.48 tokens per second
Aug 19 18:21:42 smarty run.sh[952418]: 5.14.734.429 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  12288, progress = 0.10, t =   4.34 s / 2833.32 tokens per second
Aug 19 18:21:42 smarty run.sh[952418]: 5.15.526.425 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  14336, progress = 0.12, t =   5.13 s / 2796.06 tokens per second
Aug 19 18:21:43 smarty run.sh[952418]: 5.16.334.768 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  16384, progress = 0.13, t =   5.93 s / 2761.79 tokens per second
Aug 19 18:21:44 smarty run.sh[952418]: 5.17.156.195 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  18432, progress = 0.15, t =   6.75 s / 2729.84 tokens per second
Aug 19 18:21:45 smarty run.sh[952418]: 5.17.992.545 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  20480, progress = 0.16, t =   7.59 s / 2699.59 tokens per second
Aug 19 18:21:46 smarty run.sh[952418]: 5.18.842.851 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  22528, progress = 0.18, t =   8.43 s / 2670.96 tokens per second
Aug 19 18:21:47 smarty run.sh[952418]: 5.19.707.057 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  24576, progress = 0.20, t =   9.30 s / 2643.59 tokens per second
Aug 19 18:21:48 smarty run.sh[952418]: 5.20.586.581 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  26624, progress = 0.21, t =  10.17 s / 2617.08 tokens per second
Aug 19 18:21:48 smarty run.sh[952418]: 5.20.801.910 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  27126, progress = 0.22, t =  10.42 s / 2602.86 tokens per second
Aug 19 18:21:49 smarty run.sh[952418]: 5.21.761.750 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  29174, progress = 0.23, t =  11.34 s / 2571.73 tokens per second
Aug 19 18:21:50 smarty run.sh[952418]: 5.22.678.276 I slot print_timing: id  0 | task 5348 | prompt processing, n_tokens =  31222, progress = 0.25, t =  12.26 s / 2546.79 tokens per second
