0.00.365.356 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.455.376 I srv    load_model: loading model 'unsloth/Qwen3.8-27B-GGUF:UD-Q4_K_XL'
0.04.161.765 I cmn          init: llama threadpool init, n_threads = 32
0.04.202.113 I common_speculative_init_result: creating MTP draft context against the target model '/home/francip/.cache/huggingface/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/f1bfb127c64f7072bdd2cad55f258b9c8b2910fe/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.04.294.159 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.04.294.161 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.04.294.161 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.04.487.892 I srv    load_model: loaded multimodal model, '/home/francip/.cache/huggingface/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/f1bfb127c64f7072bdd2cad55f258b9c8b2910fe/mmproj-BF16.gguf'
0.04.519.721 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 262144, kv_unified = 'false'
0.04.602.647 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.602.653 I srv  llama_server: model loaded
0.04.602.655 I srv  llama_server: listening on http://0.0.0.0:2053
1.15.738.090 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
5.37.830.968 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
5.37.831.571 I slot launch_slot_: id  0 | task 4900 | processing task, is_child = 0
5.41.388.574 I slot print_timing: id  0 | task 4900 | n_gen =    246, tg =  80.74 t/s, tg_3s =  81.06 t/s
5.43.862.740 I slot print_timing: id  0 | task 4900 | prompt eval time =     522.32 ms /    19 tokens (   27.49 ms per token,    36.38 tokens per second)
5.43.862.743 I slot print_timing: id  0 | task 4900 |        eval time =    5508.55 ms /   482 tokens (   11.45 ms per token,    87.32 tokens per second)
5.43.862.744 I slot print_timing: id  0 | task 4900 |       total time =    6030.87 ms /   501 tokens
5.43.862.744 I slot print_timing: id  0 | task 4900 |    graphs reused =       4875
5.43.862.746 I slot print_timing: id  0 | task 4900 | draft acceptance = 0.82494 (  344 accepted /   417 generated), mean len =  3.47
5.43.864.781 I slot      release: id  0 | task 4900 | stop processing: n_tokens = 131690, truncated = 0
6.04.565.954 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
6.04.566.622 I slot launch_slot_: id  0 | task 5042 | processing task, is_child = 0
6.08.139.619 I slot print_timing: id  0 | task 5042 | n_gen =    197, tg =  64.80 t/s, tg_3s =  65.12 t/s
6.11.148.380 I slot print_timing: id  0 | task 5042 | n_gen =    435, tg =  71.93 t/s, tg_3s =  79.10 t/s
6.11.205.463 I slot print_timing: id  0 | task 5042 | prompt eval time =     548.00 ms /    28 tokens (   19.57 ms per token,    51.09 tokens per second)
6.11.205.465 I slot print_timing: id  0 | task 5042 |        eval time =    6090.52 ms /   436 tokens (   14.00 ms per token,    71.42 tokens per second)
6.11.205.465 I slot print_timing: id  0 | task 5042 |       total time =    6638.52 ms /   464 tokens
6.11.205.466 I slot print_timing: id  0 | task 5042 |    graphs reused =       5028
6.11.205.468 I slot print_timing: id  0 | task 5042 | draft acceptance = 0.60043 (  281 accepted /   468 generated), mean len =  2.80
6.11.207.599 I slot      release: id  0 | task 5042 | stop processing: n_tokens = 132155, truncated = 0
6.31.508.159 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
6.31.508.779 I slot launch_slot_: id  0 | task 5201 | processing task, is_child = 0
6.35.082.221 I slot print_timing: id  0 | task 5201 | n_gen =    198, tg =  65.16 t/s, tg_3s =  65.49 t/s
6.38.090.042 I slot print_timing: id  0 | task 5201 | n_gen =    447, tg =  73.95 t/s, tg_3s =  82.78 t/s
6.38.870.880 I slot print_timing: id  0 | task 5201 | prompt eval time =     550.01 ms /    28 tokens (   19.64 ms per token,    50.91 tokens per second)
6.38.870.882 I slot print_timing: id  0 | task 5201 |        eval time =    6811.93 ms /   511 tokens (   13.36 ms per token,    74.87 tokens per second)
6.38.870.882 I slot print_timing: id  0 | task 5201 |       total time =    7361.94 ms /   539 tokens
6.38.870.883 I slot print_timing: id  0 | task 5201 |    graphs reused =       5200
6.38.870.884 I slot print_timing: id  0 | task 5201 | draft acceptance = 0.64000 (  336 accepted /   525 generated), mean len =  2.92
6.38.873.043 I slot      release: id  0 | task 5201 | stop processing: n_tokens = 132694, truncated = 0
7.24.472.365 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
7.24.472.972 I slot launch_slot_: id  0 | task 5379 | processing task, is_child = 0
7.28.046.475 I slot print_timing: id  0 | task 5379 | n_gen =    222, tg =  73.36 t/s, tg_3s =  73.69 t/s
7.31.084.741 I slot print_timing: id  0 | task 5379 | n_gen =    447, tg =  73.71 t/s, tg_3s =  74.06 t/s
7.32.081.042 I slot print_timing: id  0 | task 5379 | prompt eval time =     560.94 ms /    28 tokens (   20.03 ms per token,    49.92 tokens per second)
7.32.081.044 I slot print_timing: id  0 | task 5379 |        eval time =    7046.73 ms /   541 tokens (   13.05 ms per token,    76.63 tokens per second)
7.32.081.044 I slot print_timing: id  0 | task 5379 |       total time =    7607.67 ms /   569 tokens
7.32.081.045 I slot print_timing: id  0 | task 5379 |    graphs reused =       5378
7.32.081.047 I slot print_timing: id  0 | task 5379 | draft acceptance = 0.66483 (  361 accepted /   543 generated), mean len =  2.99
7.32.083.252 I slot      release: id  0 | task 5379 | stop processing: n_tokens = 133264, truncated = 0
7.32.378.689 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
7.32.379.325 I slot launch_slot_: id  0 | task 5563 | processing task, is_child = 0
7.37.046.592 I slot print_timing: id  0 | task 5563 | n_gen =    243, tg =  80.51 t/s, tg_3s =  80.84 t/s
7.40.057.607 I slot print_timing: id  0 | task 5563 | n_gen =    438, tg =  72.63 t/s, tg_3s =  64.76 t/s
7.43.077.403 I slot print_timing: id  0 | task 5563 | n_gen =    650, tg =  71.82 t/s, tg_3s =  70.20 t/s
7.46.099.107 I slot print_timing: id  0 | task 5563 | n_gen =    857, tg =  70.99 t/s, tg_3s =  68.50 t/s
7.49.102.265 I slot print_timing: id  0 | task 5563 | n_gen =   1090, tg =  72.30 t/s, tg_3s =  77.58 t/s
7.52.119.629 I slot print_timing: id  0 | task 5563 | n_gen =   1356, tg =  74.95 t/s, tg_3s =  88.16 t/s
7.54.463.963 I slot print_timing: id  0 | task 5563 | prompt eval time =    1661.28 ms /  1310 tokens (    1.27 ms per token,   788.55 tokens per second)
7.54.463.965 I slot print_timing: id  0 | task 5563 |        eval time =   20423.19 ms /  1569 tokens (   13.02 ms per token,    76.78 tokens per second)
7.54.463.965 I slot print_timing: id  0 | task 5563 |       total time =   22084.47 ms /  2879 tokens
7.54.463.965 I slot print_timing: id  0 | task 5563 |    graphs reused =       5890
7.54.463.967 I slot print_timing: id  0 | task 5563 | draft acceptance = 0.67373 ( 1049 accepted /  1557 generated), mean len =  3.02
7.54.466.176 I slot      release: id  0 | task 5563 | stop processing: n_tokens = 136142, truncated = 0
7.54.778.591 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
7.54.779.129 I slot launch_slot_: id  0 | task 6086 | processing task, is_child = 0
7.58.864.567 I slot print_timing: id  0 | task 6086 | n_gen =    212, tg =  70.20 t/s, tg_3s =  70.53 t/s
8.01.887.057 I slot print_timing: id  0 | task 6086 | n_gen =    411, tg =  68.02 t/s, tg_3s =  65.84 t/s
8.04.908.061 I slot print_timing: id  0 | task 6086 | n_gen =    653, tg =  72.05 t/s, tg_3s =  80.11 t/s
8.05.310.591 I slot print_timing: id  0 | task 6086 | prompt eval time =    1079.75 ms /   421 tokens (    2.56 ms per token,   389.91 tokens per second)
8.05.310.593 I slot print_timing: id  0 | task 6086 |        eval time =    9451.55 ms /   693 tokens (   13.66 ms per token,    73.22 tokens per second)
8.05.310.593 I slot print_timing: id  0 | task 6086 |       total time =   10531.30 ms /  1114 tokens
8.05.310.594 I slot print_timing: id  0 | task 6086 |    graphs reused =       6124
8.05.310.596 I slot print_timing: id  0 | task 6086 | draft acceptance = 0.63585 (  454 accepted /   714 generated), mean len =  2.91
8.05.312.731 I slot      release: id  0 | task 6086 | stop processing: n_tokens = 137255, truncated = 0
8.05.571.246 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
8.05.571.846 I slot launch_slot_: id  0 | task 6328 | processing task, is_child = 0
8.09.496.548 I slot print_timing: id  0 | task 6328 | n_gen =    249, tg =  81.81 t/s, tg_3s =  82.13 t/s
8.12.523.259 I slot print_timing: id  0 | task 6328 | n_gen =    442, tg =  72.79 t/s, tg_3s =  63.77 t/s
8.15.554.326 I slot print_timing: id  0 | task 6328 | n_gen =    659, tg =  72.39 t/s, tg_3s =  71.59 t/s
8.18.020.912 I slot print_timing: id  0 | task 6328 | prompt eval time =     892.97 ms /   341 tokens (    2.62 ms per token,   381.87 tokens per second)
8.18.020.914 I slot print_timing: id  0 | task 6328 |        eval time =   11555.76 ms /   892 tokens (   12.97 ms per token,    77.10 tokens per second)
8.18.020.915 I slot print_timing: id  0 | task 6328 |       total time =   12448.74 ms /  1233 tokens
8.18.020.915 I slot print_timing: id  0 | task 6328 |    graphs reused =       6409
8.18.020.917 I slot print_timing: id  0 | task 6328 | draft acceptance = 0.69666 (  604 accepted /   867 generated), mean len =  3.09
8.18.023.332 I slot      release: id  0 | task 6328 | stop processing: n_tokens = 138489, truncated = 0
8.18.325.561 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
8.18.326.149 I slot launch_slot_: id  0 | task 6620 | processing task, is_child = 0
8.22.444.439 I slot print_timing: id  0 | task 6620 | n_gen =    236, tg =  77.99 t/s, tg_3s =  78.32 t/s
8.25.471.395 I slot print_timing: id  0 | task 6620 | n_gen =    453, tg =  74.83 t/s, tg_3s =  71.69 t/s
8.25.895.889 I slot print_timing: id  0 | task 6620 | prompt eval time =    1104.86 ms /   644 tokens (    1.72 ms per token,   582.88 tokens per second)
8.25.895.891 I slot print_timing: id  0 | task 6620 |        eval time =    6464.52 ms /   490 tokens (   13.22 ms per token,    75.64 tokens per second)
8.25.895.892 I slot print_timing: id  0 | task 6620 |       total time =    7569.38 ms /  1134 tokens
8.25.895.892 I slot print_timing: id  0 | task 6620 |    graphs reused =       6566
8.25.895.894 I slot print_timing: id  0 | task 6620 | draft acceptance = 0.68958 (  331 accepted /   480 generated), mean len =  3.07
8.25.898.144 I slot      release: id  0 | task 6620 | stop processing: n_tokens = 139624, truncated = 0
8.26.192.960 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
8.26.193.566 I slot launch_slot_: id  0 | task 6784 | processing task, is_child = 0
8.29.933.265 I slot print_timing: id  0 | task 6784 | n_gen =    229, tg =  75.26 t/s, tg_3s =  75.58 t/s
8.32.946.680 I slot print_timing: id  0 | task 6784 | n_gen =    462, tg =  76.29 t/s, tg_3s =  77.32 t/s
8.35.955.484 I slot print_timing: id  0 | task 6784 | n_gen =    686, tg =  75.68 t/s, tg_3s =  74.45 t/s
8.36.814.363 I slot print_timing: id  0 | task 6784 | prompt eval time =     709.98 ms /   172 tokens (    4.13 ms per token,   242.26 tokens per second)
8.36.814.364 I slot print_timing: id  0 | task 6784 |        eval time =    9910.62 ms /   737 tokens (   13.47 ms per token,    74.26 tokens per second)
8.36.814.365 I slot print_timing: id  0 | task 6784 |       total time =   10620.60 ms /   909 tokens
8.36.814.365 I slot print_timing: id  0 | task 6784 |    graphs reused =       6807
8.36.814.366 I slot print_timing: id  0 | task 6784 | draft acceptance = 0.67486 (  494 accepted /   732 generated), mean len =  3.02
8.36.816.705 I slot      release: id  0 | task 6784 | stop processing: n_tokens = 140534, truncated = 0
